mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_252_0_deg.bmp,0.001,15.5,0.0173,0.195,252.0,2768292.799902989,4908252.493056925,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_252_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_262_0_deg.bmp,0.001,15.5,0.0173,0.195,262.0,0.0,-527779.2534520603,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_262_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_264_0_deg.bmp,0.001,15.5,0.0173,0.195,264.0,0.0,-576334.8766133796,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_264_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_265_0_deg.bmp,0.001,15.5,0.0173,0.195,265.0,837171.7870592722,-1303731.0230877453,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_265_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_267_0_deg.bmp,0.001,15.5,0.0173,0.195,267.0,839917.9149022682,-713355.3859329151,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_267_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_270_0_deg.bmp,0.001,15.5,0.0173,0.195,270.0,2321489.718516317,1036574.8448942276,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_270_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_272_0_deg.bmp,0.001,15.5,0.0173,0.195,272.0,3130334.914790883,2145286.838204338,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_272_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_272_0_deg_v2.bmp,0.001,15.5,0.0173,0.195,272.0,2874198.645836938,1780153.6986250333,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_272_0_deg_v2.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_275_0_deg.bmp,0.001,15.5,0.0173,0.195,275.0,3056701.0265454445,2239587.5934902104,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_275_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_282_0_deg.bmp,0.001,15.5,0.0173,0.195,282.0,3132419.2883396754,2557668.279646702,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_282_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_292_0_deg.bmp,0.001,15.5,0.0173,0.195,292.0,2563648.3339795657,2107715.949230843,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_292_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_310_0_deg.bmp,0.001,15.5,0.0173,0.195,310.0,2662251.2485953425,2139352.4762296784,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_310_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_312_0_deg.bmp,0.001,15.5,0.0173,0.195,312.0,2211474.5918844924,1867302.9218220233,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_312_0_deg.bmp
mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_332_0_deg.bmp,0.001,15.5,0.0173,0.195,332.0,2460596.112841934,2060095.5236945192,mot3d_exp_1_0_ms_vcoil_15_5_v_pavg_17_3_mw_d_195_0_mm_verta_332_0_deg.bmp
